LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,focus
370.8644732,-1.56972431,659.5448964,-1.274987602,585.6794938,1.24423844,494.5838371,1.126588387,995.7309446,0.88070081,3621.911506,0.829254875,1
1138.805125,1.442344037,712.1794826,2.061749086,646.4323775,1.781870595,470.7619207,1.810416693,866.8746294,0.592436201,3406.430175,0.247937954,1
778.0534023,1.550843536,494.0329906,2.16245115,627.0482872,2.220211399,397.4190424,1.827992674,859.235386,-0.187831653,3430.433797,-0.064697766,1
1167.522818,2.435695899,537.2610621,1.776042801,810.2041948,1.726688608,644.7797077,2.104499568,935.7053518,1.650614174,3408.380641,1.124254998,1
804.5841422,2.088465867,629.8901712,1.373081935,439.5388059,0.617388116,424.029953,0.959559006,801.3997979,0.952277438,3218.753313,0.951246682,1
830.6259748,1.062546077,582.8161277,1.56097169,400.7021992,0.627654639,447.293204,0.789090627,702.9138828,0.748750053,2846.297541,0.6974466,1
735.4769781,0.318178155,562.1700502,0.446439442,371.6007913,-0.007683924,373.5523945,1.066274325,704.8045385,1.179492774,2238.702855,-0.471270459,1
735.4769781,-0.624299641,562.1700502,1.074757973,371.6007913,-0.636002454,373.5523945,-0.287027126,704.8045385,0.893893441,2238.702855,0.190117468,1
735.5107623,1.575085394,561.4568063,1.701930798,371.7528581,-0.007656772,373.422414,0.294118976,704.4340976,0.608484113,2238.717252,0.190196974,1
759.3320944,0.625623214,750.3293953,-1.568828438,648.1963447,-2.428182579,653.9102468,-1.844150423,1833.619051,-2.270357691,3499.515403,-1.407857393,1
595.5921928,-0.606139456,885.3134643,-0.807910465,587.0779497,-2.15044213,753.2976905,-2.272273561,1467.722087,-1.680924234,3546.606119,-1.044657835,1
782.4998685,-1.650773733,844.7505038,-2.585688344,352.1585093,0.111773707,651.9242511,-1.897505387,1414.830541,-0.980992909,3712.390531,-1.502852498,1
1100.417075,-2.250176755,800.8092043,-2.019723955,743.5194033,-2.417873833,741.7530372,-1.364011042,1213.816804,-0.955309551,3719.250865,-1.234585538,1
759.5265134,-1.810288589,624.6312452,-1.098646235,697.4272614,-1.354520747,568.6563415,-1.009354269,1057.686542,-0.532858354,3756.351476,-0.742605126,1
212.3973513,0.341211517,251.038802,0.568707131,220.1285116,-1.075718096,439.4399707,-0.802095035,941.5334312,0.13607155,3510.226563,-0.144508439,1
290.8617618,2.152618153,363.3809646,1.331585726,324.3623222,1.637713824,421.5965432,0.757844629,916.2154372,-0.095218792,3542.858261,-0.1277095,1
213.7498837,2.895264563,340.4686438,0.499742169,344.7905932,-0.714986948,580.2731876,-1.260755762,949.4862199,-1.179487669,3455.996174,-0.958671701,1
425.537988,0.083017519,459.1517786,0.929531863,310.4657954,-1.560314351,544.9209453,-0.319343517,936.8367171,-1.364254897,3253.723046,-0.901794501,1
389.2036415,2.477771475,334.9952159,0.731535866,387.5494257,2.516789812,468.4308159,-0.128935851,793.2848635,-0.617497535,2796.993073,-0.562919817,1
382.5931846,1.76330657,314.4751225,0.433716606,412.1197735,-0.58162146,426.8975429,-0.55729793,617.0401988,-1.262935808,2109.988707,-0.341846135,1
381.3147507,0.821931969,314.7529198,1.064583771,412.4781897,0.046096625,426.9408943,0.50757307,617.424999,-0.405754857,2110.091104,-0.011155139,1
381.4087382,-0.1227858,314.6509699,-0.401235212,411.8624538,-0.581475297,427.2399889,0.602481812,617.5686075,-0.691826426,2110.230207,-0.342062189,1
387.1044747,-1.254097956,502.6048406,-0.302081111,729.4557897,0.363903056,852.2901333,0.687524147,1428.854039,0.531868952,3454.136374,0.942139386,1
555.9046405,0.746294149,729.2308672,-0.165735903,534.7569176,0.763447291,816.4420648,0.262731293,1221.659058,0.37307981,3514.818604,0.726079983,1
687.9056373,0.387289942,640.3885609,0.269281301,529.2484617,-0.265709497,559.3126249,0.24973549,1219.694924,0.70327398,3614.215333,1.144066311,1
624.1006536,0.291541979,498.8835944,1.507962999,500.4844006,0.773921354,572.3180415,0.639856018,926.1748269,1.114369092,3637.198822,1.57213859,1
525.9815041,-0.008442327,533.731683,0.251890245,346.4517479,0.746739326,501.2092505,0.302245008,928.2699649,0.299656549,3658.237198,0.655324561,1
462.1228493,-0.954549642,631.4194655,0.87455603,353.6050218,0.951494668,394.3549226,0.152331805,900.7372476,0.224440844,3449.991007,0.095956934,1
385.8784718,1.381936783,596.7193722,1.48054721,436.129036,0.142174822,436.8193262,-0.70952178,894.0629057,-0.220935139,3461.866615,-0.325898729,1
708.5747603,0.624567406,621.3678129,1.704057398,506.7043043,1.23193682,444.437335,0.799582326,1034.017214,1.081376001,3477.24571,0.856947565,1
1577.091373,-1.266771881,999.8058264,-0.963136247,828.497759,-0.303046605,567.3041481,0.388439363,994.7322465,0.373581083,3234.097925,0.633890093,1
859.5137288,-2.394442816,688.565752,-0.531510341,237.8527626,0.801923771,510.2533937,0.223465729,1037.659668,1.146250021,2774.197384,0.671127719,1
828.2194949,-0.681382928,578.9744774,0.036714416,359.0210414,-0.047852669,420.7842392,0.26945397,661.2348539,1.129428532,2135.663526,0.673504056,1
828.8778758,1.516698136,578.6014155,-1.429925746,358.5095808,0.580783134,420.9632926,-0.117593556,660.9687611,-0.299261798,2135.802622,-0.318758458,1
828.6682896,0.57343727,579.1809825,-0.797818875,358.3480682,-0.046427699,420.9486533,0.463094719,661.0457251,-0.014007964,2135.842221,-0.318940856,1
993.8480385,0.025208782,640.0060963,-0.225461369,647.7864485,-0.293491305,748.4458331,-1.705983129,1240.086366,-1.634743632,3427.764575,-1.264109365,1
791.6853419,-2.134558436,671.0418815,0.783465089,575.5131557,0.027137532,746.4308633,-1.706568412,1326.165057,-1.421740885,3608.215165,-1.296225361,1
658.6487415,0.612055648,779.8414618,-0.58170698,515.3646031,-2.004475975,688.5983506,-1.58686494,1120.416705,-1.626529604,3437.911601,-1.182431905,1
649.5072332,-0.563407872,872.1821025,-2.368279387,408.9690942,-1.01898992,540.8619721,-1.845372099,1063.35107,-1.767521824,3776.676735,-1.735992898,1
1084.725015,-1.290865671,850.4401686,-1.791634832,504.952502,-2.367308122,326.5209062,0.328483759,847.7757218,-1.213447672,3621.074993,-0.894741666,1
692.9016755,2.600987227,407.0679318,2.381946062,479.2902231,0.3460598,422.5498393,0.142752059,790.8533137,-1.304603227,3425.115518,-0.448918907,1
279.5380571,2.559565246,208.6756749,-1.245055714,274.2488584,0.316697944,307.4024572,-0.241469184,798.7279912,-0.043310946,3449.494151,0.106469962,1
449.3747229,2.038656914,293.7467514,-1.062586396,400.2881428,1.522822568,430.225875,-1.38179073,878.1588125,-1.044145394,3386.210861,-0.640060098,1
144.0241411,1.579855516,282.2109419,-2.414725544,243.8935544,-0.448911225,365.6998053,-0.273642764,906.054642,-1.395708868,3198.798922,-1.00055224,1
187.0247288,2.206801029,289.0697668,-1.156596571,392.3118476,-2.220709088,373.9559107,0.160535755,1000.533646,-1.720612211,2713.808558,-0.654997824,1
313.9734988,2.985438113,505.4814196,-2.4111168,275.1490475,-1.118421764,423.4405309,1.057267713,669.7031443,-0.946379798,2155.618993,-0.572355184,1
313.9734988,2.042960317,505.4814196,-1.78279827,275.1490475,0.766533828,423.4405309,-0.296033738,669.7031443,-0.660780466,2155.618993,-0.24166122,1
312.4460885,1.098161757,505.9612038,-1.152652695,274.9162104,0.137209807,423.4727269,-0.199365305,669.9530381,-0.375289926,2155.678319,-0.572430666,1
658.6359524,-0.025849636,590.5307063,-0.151299699,605.9073042,0.478181588,913.3197884,0.810222932,1187.374059,0.648234134,3407.539635,1.029825649,1
412.4680306,-0.577923762,447.2169794,0.199034322,541.4459849,0.748692265,821.3287239,0.67377589,1277.190622,0.942157661,3540.204232,0.71863824,1
526.252094,0.803014071,440.8061983,-0.353665705,548.3586182,0.728066943,651.9449529,0.697137679,1087.554452,0.531342543,3431.729349,0.636648214,1
538.5388131,0.510288754,524.360705,-0.584926217,435.5310595,0.239565329,476.6183394,1.012757176,1094.326337,1.021423089,3755.241085,1.195245952,1
468.0293094,-0.721207751,435.8770707,-0.108820021,365.909076,-0.24677716,422.588598,1.073300975,966.5671836,0.467007433,3677.945338,0.719096409,1
447.6879601,-1.346523626,389.5827624,0.732686268,356.4916896,-0.8740701,319.6106901,0.424452038,865.695533,0.383975065,3454.196439,-0.14417051,1
764.2113611,-1.517545236,650.5855095,-2.024451272,218.020919,-0.346461795,323.7278467,-0.481087443,812.4744087,0.572847911,3459.205996,0.101188336,1
786.7892193,-0.419958282,433.0787687,-0.378808986,379.4616651,-0.343164715,393.3384549,0.723651106,809.3143313,0.757670721,3327.444012,0.706558915,1
678.4249501,-0.786512401,202.9454028,-1.018274173,357.5444691,-0.749831655,382.926673,0.152369375,848.240657,0.99800028,3149.190653,0.762766968,1
565.0804219,-0.758358504,291.5538665,-0.794834557,318.0040403,0.14276562,433.3164258,0.236165735,1022.808929,1.123903637,2655.267548,0.449893505,1
409.5592037,0.652821685,409.7070578,0.504845385,281.6271032,0.477849351,349.3495535,-0.985159566,566.706289,0.601618458,2077.461938,0.000247427,1
410.4936418,-0.288621182,409.4437471,1.132431953,281.3532767,-0.150593788,349.1272431,0.078042366,566.7849291,0.316885534,2077.62498,0.331372606,1
408.8369852,-1.229765409,409.7848214,-0.335027354,281.2744117,-0.778746847,349.2308913,-0.308910982,566.7792761,0.602558977,2077.768394,0.331563654,1
925.5213539,-2.535458707,564.7449377,-1.012555018,532.8216668,0.691315823,869.8942322,-1.72607917,1235.488582,-1.752888038,3414.862208,-1.332035538,1
838.4270963,0.179461103,524.2242525,1.093203008,445.5100426,-0.151091606,727.6265205,-1.798774425,1353.201438,-1.514433312,3615.661782,-1.32070442,1
684.1290184,-0.508693229,448.1956558,-0.793282549,621.9348937,-1.579642976,651.2074086,-1.712228225,1174.215229,-1.891175358,3525.502203,-1.357827683,1
601.0494628,2.041324115,568.7783847,2.083709088,407.1953379,1.515881827,456.5844563,-0.866111425,1055.085526,-0.912003857,3734.374515,-1.234660872,1
814.1490837,2.766718647,601.8089064,2.274038821,514.5087217,2.508687594,399.1092879,-0.400629668,963.706693,-0.895963932,3699.345645,-0.731583935,1
949.4104102,2.312440089,525.6766557,1.581201828,241.4089733,0.699357231,352.2546846,-0.878186788,867.9524489,-1.509008619,3463.083908,-0.584097857,1
824.2189864,2.0136619,467.6545967,1.888633609,322.1745543,0.20815318,279.9802643,-0.47827204,807.9809992,-0.09362079,3491.860725,0.035082446,1
355.0180243,1.782385888,474.7828017,1.08442259,387.3560347,-0.199294993,400.6796618,-1.461361529,952.0921352,-1.454070178,3441.607523,-1.156017772,1
243.591693,0.393840944,476.9633367,-0.903010275,347.6283721,-0.055638003,416.3467046,-1.743988549,1006.215927,-1.427102074,3237.509825,-0.946186618,1
360.120773,-1.090422667,453.8854446,-0.405401497,405.143062,-2.018996435,331.1387781,0.37425126,1134.49227,-1.93432148,2724.388822,-0.905529074,1
451.3172143,-1.893568067,384.8351949,0.364985355,306.8399575,1.216687898,388.6631827,0.784702018,575.6026388,-0.862457779,2061.375227,-0.452676031,1
451.3172143,0.305546791,384.8351949,0.993303885,306.8399575,0.588369368,388.6631827,0.39804446,575.6026388,-0.005659782,2061.375227,-0.121982068,1
451.4641346,-0.637545575,384.7400573,1.622133361,306.9143076,-0.039843083,388.855143,0.012822929,575.5104805,0.279651646,2061.419725,-0.12208801,1
450.1368943,-1.161062919,340.8937313,-0.479818749,825.8186741,0.236962113,785.1442805,1.099700732,1365.389065,0.743989585,3416.589217,0.799604706,1
314.3249623,0.84789246,547.6047745,-0.507575631,478.8253581,0.859573735,727.274698,0.893316921,1383.146639,1.221728193,3550.375755,0.971482151,1
284.9443614,0.631463286,599.1495176,-0.140087274,559.8264318,0.315292255,564.717729,0.555276734,1278.777102,1.021384664,3609.342467,1.009511135,1
613.7869912,0.975285682,485.3907842,0.289937149,443.5058485,0.390032496,484.2381915,0.446665295,1163.963246,1.492947081,3833.51986,1.511512831,1
434.7738369,-0.016183131,320.3453009,0.366424917,472.9161515,0.364395544,492.087921,0.240333613,971.7552836,0.402511739,3726.190221,0.727764216,1
376.1159935,-0.300863811,262.1404939,-0.941054646,335.18659,0.667353186,412.166085,0.213270347,887.7489667,0.632214514,3478.77774,0.089869792,1
424.0828264,-0.13257751,192.4975213,-0.397819321,369.7557129,1.040989188,345.2174753,-0.604329497,838.8944348,0.270639099,3488.64205,0.335421967,1
795.8361241,-0.134974389,445.1092233,0.980811078,511.013344,0.345314711,476.8531352,1.092953241,943.0354811,0.927240651,3448.410013,0.594406546,1
482.6661534,-0.412632213,382.406276,1.689152614,392.6718873,-0.182343732,515.3637121,0.758566941,994.1423968,1.395770962,3237.109276,0.744329397,1
490.6091486,-1.358600659,407.5982102,-0.924592077,365.6375555,0.569013049,516.3780714,0.486983547,1081.377646,1.853957042,2755.452123,0.966675206,1
346.4789399,-0.380151718,416.4561521,-0.057279076,346.7942391,0.195298116,431.5689195,0.310956746,628.5176734,1.766695571,2094.24767,-0.167091824,1
346.4789399,-1.322629514,416.4561521,0.571039454,346.7942391,-0.433020414,431.5689195,-0.075700811,628.5176734,-0.232499754,2094.24767,-0.497785788,1
346.6245202,0.876889227,416.4310456,-0.895076189,346.9878409,-1.061094257,431.5994016,0.021241284,628.5343746,0.053155711,2094.258503,-0.166916652,1
906.5469679,0.172436755,664.3694751,-0.575386259,695.5354757,-2.556110951,643.4047615,-1.480061829,1645.134104,-1.817450804,3402.701671,-1.478689962,1
793.6945943,2.84843659,423.6254686,-0.403778479,461.7687098,-1.45205918,755.8279882,-1.54218405,1366.321972,-1.1596248,3507.545023,-1.165748199,1
456.425891,2.571070626,226.5537354,1.330947984,477.938388,-2.137371684,620.6485483,-1.552038053,1240.176336,-0.63324138,3561.499479,-0.958824108,1
199.8226568,2.808105313,305.6188514,1.474718024,440.3971723,-2.393166167,526.8672825,-0.976815187,1047.885181,-1.06248523,3651.18597,-1.299832854,1
378.2925196,2.83059927,538.9517207,2.752220729,394.5223289,-0.181050348,521.5418586,-1.495085409,1035.318792,-0.850861948,3700.490158,-0.963475489,1
277.8928321,0.299800499,442.0426503,-2.619486262,383.5805813,-1.3575226,340.5652177,-0.325918443,827.937782,-0.61122076,3439.650943,-0.543472948,1
887.8294413,1.657679674,612.3897299,1.93927436,395.7049151,2.147388585,279.1609696,1.319200285,774.6611493,-0.375645763,3427.141148,-0.290969715,1
179.0329933,-0.060004941,476.2161878,-0.66003858,324.3820971,-1.244053086,415.4667271,-0.624854629,900.7734082,-1.024700162,3419.803806,-1.219949276,1
614.6254354,-1.498983236,377.4565334,-1.194102852,367.7809013,-1.506004173,417.9029099,-1.534455381,860.1954886,-0.228694143,3198.096265,-0.554815606,1
568.0774469,-2.084686873,427.9274276,1.137093797,540.8194018,-1.153365503,356.148228,-1.452887263,794.7721742,-0.484154014,2715.809667,-0.763943583,1
435.1265651,0.172286423,361.8689733,-0.063979036,465.3831572,-0.283461421,272.6247431,-0.325610217,638.8207733,-0.247932774,2172.220436,0.397382288,1
434.8162975,-0.769924747,362.0015987,0.568160264,465.7382903,-0.908185042,272.6948511,-0.229894135,638.7999717,0.038116122,2172.800103,0.067019582,1
435.3328254,-1.709563451,362.1539164,1.192212048,465.7723263,0.976693574,272.7055092,-0.133785674,638.5487068,-0.24775274,2172.946417,-0.263804044,1
150.9443445,1.026045925,613.1513502,0.726256166,743.2556763,-0.139365094,787.5692705,0.581285791,1887.264919,1.168669798,3258.153519,0.947122822,1
131.6658245,0.944088466,452.3170127,0.504569178,676.1682597,1.018827462,631.8508439,0.622958785,1452.789496,1.14432353,3534.33141,1.073551119,1
562.4271625,0.986787595,399.2699722,0.701421189,716.4109883,0.367401878,540.1427041,0.906072931,1343.03541,1.214016966,3695.132218,0.489358383,1
559.2674693,-0.454065895,625.4410447,-0.505458987,596.7408646,-0.135311686,593.6641904,0.587480557,1272.692015,0.639238774,3718.051215,0.441453123,1
400.2086878,-0.476934122,620.3695841,-0.065324072,525.2892579,-0.621838571,503.8855353,0.767470457,1072.085145,0.506380952,3756.771296,0.581312801,1
205.8093261,1.448524738,297.4351744,0.762772612,481.3226914,0.017708322,415.9808983,0.342286672,995.5640001,0.402762997,3590.716111,0.153324653,1
184.4367704,0.86744475,181.7890032,0.63476988,536.9249929,2.198083482,262.6538563,0.606708611,868.1379674,0.071293351,3543.087755,0.065834747,1
399.5711705,0.823524115,358.0251181,0.809286925,372.2129648,-0.045771609,465.3320885,0.920798387,975.2558528,0.64617408,3512.623885,0.872390096,1
376.4135912,0.442071949,322.4320459,0.476205546,521.7796286,1.010296196,425.1403589,0.765041928,873.908925,1.067053054,3273.976708,0.965109506,1
240.0921289,0.901906891,217.230387,0.972478221,454.9288129,0.959182226,524.1528734,0.903875061,740.7233602,0.156588079,2824.695116,0.317467084,1
532.8064244,2.424583669,463.2903774,2.978758996,506.8360438,-1.395392143,482.6304773,-1.01786506,870.921404,-2.162294318,2208.45504,-1.896671822,1
352.8504082,0.719883673,148.4406944,0.15510613,413.957499,-0.126369977,326.2959611,-0.162227099,743.0547578,-0.321694982,2147.35788,0.05209529,1
353.7495886,-0.221567315,148.2694427,0.77034644,414.0015433,0.50318869,326.2901422,-0.066700044,742.892474,-0.608221478,2147.367131,-0.27864589,1
457.8550071,-2.713436763,699.579909,-0.831551513,868.0794653,-1.596169916,938.4159843,-1.827719054,1578.885586,-1.568766487,2732.022337,-0.897692413,1
463.1110174,0.050034493,700.4977104,-0.882468572,590.4480618,-0.822044687,794.4853173,-2.50756267,1561.425174,-1.967788329,3517.589014,-1.644735538,1
305.8154647,0.06282051,530.3438812,-0.71843519,520.2749452,-1.355906687,645.1459085,-2.379913696,1333.483399,-0.769005476,3625.765738,-0.849892925,1
349.0506582,-2.15766722,512.0198224,-0.600180679,485.3693823,-0.531964988,591.8000462,-1.027730773,1264.623535,-1.436339451,3631.791124,-0.942525665,1
442.7537757,-2.578751235,293.6886203,-0.842640405,525.6220262,-2.17688858,469.4979253,-0.836323769,1013.853284,-0.738777205,3661.807572,-0.38878546,1
442.3421265,-2.936480041,286.9618291,1.274685414,245.5176781,1.735211279,361.5097889,-0.715609948,999.4896148,0.011723501,3530.424685,-0.280301412,1
189.3893734,-0.081194381,242.3954548,1.370957974,249.1982558,1.802979146,300.0857721,-0.014165959,936.0899976,-0.870843254,3484.925105,-0.356233849,1
245.4089856,1.87053727,448.8010604,1.612187644,325.2789659,0.134762034,361.4778758,-1.213220224,945.4550964,-1.488425518,3464.765115,-1.212858022,1
855.8191966,2.425217438,886.425262,2.603395869,522.2797751,-0.612731725,566.3616446,-1.582339237,896.0186558,-0.88844072,3275.301617,-1.009648612,1
748.2077013,1.938838387,857.4615118,0.911852033,177.365016,0.623740267,429.6725916,-0.735475362,817.3618758,-0.407010575,2937.907611,-0.544389329,1
923.6847889,0.566142461,649.6738381,1.154603702,699.8416552,1.090230203,582.0851118,1.342510353,780.2760082,1.442842683,2185.527699,1.466868178,1
763.9714369,-0.442114052,547.8344973,0.024386896,391.8456346,-1.141499675,411.2443584,0.1496839,751.6818879,-0.096117523,2180.428254,-0.372277244,1
763.2697683,-1.384573582,548.2634667,0.652009064,391.789167,0.740162103,411.3000431,-0.720820707,751.6576027,-0.382401864,2180.44144,-0.372530625,1
818.7970695,0.697075703,610.561725,-0.530879722,657.9044861,0.950809153,596.8802587,1.319921838,931.5306136,0.693294765,2279.471505,0.485805368,1
1112.994131,-0.227717652,872.1877905,0.043937223,553.2503348,0.147958299,695.4171997,0.844185526,1299.542346,1.240290331,3494.460621,1.015231482,1
914.790516,-0.789301875,863.9716612,0.480874395,564.609959,-0.09191657,637.1559758,0.34163542,1258.306328,1.407909383,3668.696321,0.87226668,1
648.9183589,-1.569869085,675.5386648,0.878885984,635.4109177,0.372195204,594.2652454,0.609483341,1108.618835,1.170873213,3500.039736,0.982312538,1
502.2908074,-2.250317938,393.3768272,0.421094099,564.3207885,0.36833079,362.9489607,0.48318078,933.4817028,0.883912434,3644.561728,0.86719688,1
236.7266305,-2.327246262,579.5590775,-0.163084872,497.6555429,-0.240811952,310.1922692,0.516845495,924.4298162,0.37551429,3557.910354,0.130944994,1
146.3969962,-2.914139599,582.393408,0.044766814,430.4007134,-1.977737611,275.7982631,0.227550031,861.4111259,-0.44415527,3475.403651,0.005332174,1
178.9976772,-2.336546381,403.6846333,1.067148776,246.2946874,0.411002718,364.3473965,-1.766765629,813.5860572,-0.972194652,3409.935697,-0.144712183,1
146.8581251,1.432033922,648.5963232,0.23780713,442.8037451,0.952495922,437.1632971,0.825567287,780.6679267,0.912346829,3283.602216,0.885623958,1
433.9075609,1.487723954,687.1084076,0.642316553,233.4470897,-0.09851895,409.5166916,0.981338958,703.8109371,0.720951604,2944.739858,0.928336229,1
258.6616899,-0.014842854,354.1981833,1.732433645,248.8047656,-0.6338801,424.7553642,-1.02200455,660.1765198,-1.518755834,2159.914751,-1.563361299,1
185.9465364,-0.060478401,351.1524409,0.345174845,253.4474093,-0.059990088,318.3264205,-0.11621781,693.1218961,0.062978572,2159.275333,0.131808853,1
185.9465364,2.138636457,351.1524409,-1.120901727,253.4474093,-0.688308619,318.3264205,-0.019553421,693.1218961,-0.793819425,2159.275333,-0.529579074,1
203.3250883,1.194653511,348.6844862,-0.456864924,254.9538521,-0.047863405,323.1163625,-0.457087455,696.495863,-0.500258196,2160.090202,-0.526565637,1
463.4841086,-2.147000831,560.1800039,-2.011962332,688.2612604,-2.50701906,651.2636732,-2.34323985,1088.015855,-1.466230489,3436.909748,-1.261118221,1
503.168323,-2.275403971,590.3667839,-1.993099051,415.5603802,-2.455700173,663.268366,-1.293722286,1056.784302,-0.950516237,3634.55699,-1.181689436,1
379.9677636,-2.578487861,507.501298,-1.836730356,450.5900469,-2.22285035,560.7439677,-1.437437938,901.7686851,-0.032660576,3383.046006,-0.773658225,1
267.4611854,-0.137149859,425.2873451,-1.887489022,483.5568517,-2.172606209,568.731294,-1.015281695,959.3885718,-1.007711674,3751.033406,-1.164106226,1
586.1816135,-1.545543364,610.8797379,-1.315075063,230.6567018,-0.635127309,419.9346626,-2.047394711,983.015431,-0.361697752,3680.495701,-0.304420709,1
308.0705763,-0.190870091,293.0276304,-0.577827196,617.4604918,0.055989045,404.127655,-0.226617436,982.9175037,-0.592687756,3565.862996,-0.697490119,1
